From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
8q6j	P04626	reviewed	ERBB2_HUMAN	Receptor tyrosine-protein kinase erbB-2	ERBB2 HER2 MLN19 NEU NGL	Homo sapiens	1255
7n4n	Q9Y5Z0	reviewed	BACE2_HUMAN	Beta-secretase 2	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852	Homo sapiens	518
6pe8	P25942	reviewed	TNR5_HUMAN	Tumor necrosis factor receptor superfamily member 5	CD40 TNFRSF5	Homo sapiens	277
8id6	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7w0p	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7w0p	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7w0p	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7w0p	P35414	reviewed	APJ_HUMAN	Apelin receptor	APLNR AGTRL1 APJ	Homo sapiens	380
7w0p	P0DMC3	reviewed	ELA_HUMAN	Apelin receptor early endogenous ligand	APELA ELA TDL	Homo sapiens	54
8caf	Q13616	reviewed	CUL1_HUMAN	Cullin-1	CUL1	Homo sapiens	776
7cj2	P36222	reviewed	CH3L1_HUMAN	Chitinase-3-like protein 1	CHI3L1	Homo sapiens	383
6nz7	Q8TCD0	unreviewed	Q8TCD0_HUMAN	Ig-like domain-containing protein		Homo sapiens	239
5fv2	P15692	reviewed	VEGFA_HUMAN	Vascular endothelial growth factor A, long form	VEGFA VEGF	Homo sapiens	395
6nz7	A8K008	unreviewed	A8K008_HUMAN	Ig-like domain-containing protein		Homo sapiens	472
8id6	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7lbg	Q03167	reviewed	TGBR3_HUMAN	Transforming growth factor beta receptor type 3	TGFBR3	Homo sapiens	851
4wv1	P21802	reviewed	FGFR2_HUMAN	Fibroblast growth factor receptor 2	FGFR2 BEK KGFR KSAM	Homo sapiens	821
8id6	Q5NUL3	reviewed	FFAR4_HUMAN	Free fatty acid receptor 4	FFAR4 GPR120 GPR129 O3FAR1 PGR4	Homo sapiens	361
6oel	P31785	reviewed	IL2RG_HUMAN	Cytokine receptor common subunit gamma	IL2RG	Homo sapiens	369
7su0	P16410	reviewed	CTLA4_HUMAN	Cytotoxic T-lymphocyte protein 4	CTLA4 CD152	Homo sapiens	223
8fxb	Q9BYF1	reviewed	ACE2_HUMAN	Angiotensin-converting enzyme 2	ACE2 UNQ868/PRO1885	Homo sapiens	805
7eo2	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7eo2	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7eo2	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7eo2	P21453	reviewed	S1PR1_HUMAN	Sphingosine 1-phosphate receptor 1	S1PR1 CHEDG1 EDG1	Homo sapiens	382
8xsf	Q9BYF1	reviewed	ACE2_HUMAN	Angiotensin-converting enzyme 2	ACE2 UNQ868/PRO1885	Homo sapiens	805
2vyr	O15151	reviewed	MDM4_HUMAN	Protein Mdm4	MDM4 MDMX	Homo sapiens	490
8caf	Q15843	reviewed	NEDD8_HUMAN	Ubiquitin-like protein NEDD8	NEDD8	Homo sapiens	81
8ija	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7vdm	Q96LB1	reviewed	MRGX2_HUMAN	Mas-related G-protein coupled receptor member X2	MRGPRX2 MRGX2	Homo sapiens	330
7xa3	P41597	reviewed	CCR2_HUMAN	C-C chemokine receptor type 2	CCR2 CMKBR2	Homo sapiens	374
8hmp	Q9Y2T5	reviewed	GPR52_HUMAN	G-protein coupled receptor 52	GPR52	Homo sapiens	361
8hmp	P63092	reviewed	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS GNAS1 GSP	Homo sapiens	394
8hmp	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8hmp	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
5vig	P0DOX7	reviewed	IGK_HUMAN	Immunoglobulin kappa light chain		Homo sapiens	214
5vig	S6B291	unreviewed	S6B291_HUMAN	IgG H chain		Homo sapiens	466
8hs3	Q99678	reviewed	GPR20_HUMAN	G-protein coupled receptor 20	GPR20	Homo sapiens	358
8hs3	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8hs3	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8hs3	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7vdm	P20366	reviewed	TKN1_HUMAN	Protachykinin-1	TAC1 NKA NKNA TAC2	Homo sapiens	129
7vdm	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8xqp	Q9NYV8	reviewed	T2R14_HUMAN	Taste receptor type 2 member 14	TAS2R14	Homo sapiens	317
7xa3	P13500	reviewed	CCL2_HUMAN	C-C motif chemokine 2	CCL2 MCP1 SCYA2	Homo sapiens	99
8xqp	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8xqp	A8MTJ3	reviewed	GNAT3_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-3	GNAT3	Homo sapiens	354
8oz3	Q07011	reviewed	TNR9_HUMAN	Tumor necrosis factor receptor superfamily member 9	TNFRSF9 CD137 ILA	Homo sapiens	255
5d72	P04141	reviewed	CSF2_HUMAN	Granulocyte-macrophage colony-stimulating factor	CSF2 GMCSF	Homo sapiens	144
7vdm	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
6okn	P43489	reviewed	TNR4_HUMAN	Tumor necrosis factor receptor superfamily member 4	TNFRSF4 TXGP1L	Homo sapiens	277
7czp	Q8N5F4	unreviewed	Q8N5F4_HUMAN	IGL@ protein	IGL@	Homo sapiens	233
7czp	Q5EFE5	unreviewed	Q5EFE5_HUMAN	Anti-RhD monoclonal T125 gamma1 heavy chain		Homo sapiens	475
7czp	A0A5C2GM57	unreviewed	A0A5C2GM57_HUMAN	IG c181_light_IGLV2-14_IGLJ3		Homo sapiens	110
7czp	P01825	reviewed	HV459_HUMAN	Immunoglobulin heavy variable 4-59	IGHV4-59	Homo sapiens	116
7vdm	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7xa3	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7xa3	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7xa3	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8xqp	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7f9w	P01589	reviewed	IL2RA_HUMAN	Interleukin-2 receptor subunit alpha	IL2RA	Homo sapiens	272
7sk9	P25106	reviewed	ACKR3_HUMAN	Atypical chemokine receptor 3	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	Homo sapiens	362
8j21	O14843	reviewed	FFAR3_HUMAN	Free fatty acid receptor 3	FFAR3 GPR41	Homo sapiens	346
2ny6	P01730	reviewed	CD4_HUMAN	T-cell surface glycoprotein CD4	CD4	Homo sapiens	458
7t9n	P63092	reviewed	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS GNAS1 GSP	Homo sapiens	394
7t9n	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7t9n	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7t9n	P16473	reviewed	TSHR_HUMAN	Thyrotropin receptor	TSHR LGR3	Homo sapiens	764
8x79	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
6id4	F6IQY1	unreviewed	F6IQY1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens	337
6id4	P61769	reviewed	B2MG_HUMAN	Beta-2-microglobulin	B2M CDABP0092 HDCMA22P	Homo sapiens	119
4y5x	P19235	reviewed	EPOR_HUMAN	Erythropoietin receptor	EPOR	Homo sapiens	508
7d6y	P06730	reviewed	IF4E_HUMAN	Eukaryotic translation initiation factor 4E	EIF4E EIF4EL1 EIF4F	Homo sapiens	217
8thl	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8thl	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
2ny6	Q6N030	unreviewed	Q6N030_HUMAN	Ig-like domain-containing protein	DKFZp686I15212	Homo sapiens	518
8thl	P35348	reviewed	ADA1A_HUMAN	Alpha-1A adrenergic receptor	ADRA1A ADRA1C	Homo sapiens	466
4y5x	Q5NV67	unreviewed	Q5NV67_HUMAN	V1-11 protein	V1-11	Homo sapiens	99
3lqa	P01730	reviewed	CD4_HUMAN	T-cell surface glycoprotein CD4	CD4	Homo sapiens	458
8u4t	P61073	reviewed	CXCR4_HUMAN	C-X-C chemokine receptor type 4	CXCR4	Homo sapiens	352
6mhg	V9HW68	unreviewed	V9HW68_HUMAN	Epididymis luminal protein 214	HEL-214	Homo sapiens	470
6vca	P21589	reviewed	5NTD_HUMAN	5'-nucleotidase	NT5E NT5 NTE	Homo sapiens	574
2i5y	Q5EBM2	unreviewed	Q5EBM2_HUMAN	Ig-like domain-containing protein		Homo sapiens	519
2i5y	P01857	reviewed	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1	IGHG1	Homo sapiens	399
6id4	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain	HLA-A HLAA	Homo sapiens	365
8w86	O19712	unreviewed	O19712_HUMAN	MHC class II HLA-DQ-beta-1	HLA-DQB1	Homo sapiens	229
8w86	P01909	reviewed	DQA1_HUMAN	HLA class II histocompatibility antigen, DQ alpha 1 chain	HLA-DQA1	Homo sapiens	254
8j23	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8j23	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8thl	P04899	reviewed	GNAI2_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2 GNAI2B	Homo sapiens	355
2ny6	Q6P5S8	unreviewed	Q6P5S8_HUMAN	IGK@ protein	IGK@	Homo sapiens	236
7lf0	P05089	reviewed	ARGI1_HUMAN	Arginase-1	ARG1	Homo sapiens	322
8x79	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8x2k	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
3eoa	P20701	reviewed	ITAL_HUMAN	Integrin alpha-L	ITGAL CD11A	Homo sapiens	1170
8x2k	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8x2k	P63092	reviewed	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS GNAS1 GSP	Homo sapiens	394
5l6y	P35225	reviewed	IL13_HUMAN	Interleukin-13	IL13 NC30	Homo sapiens	146
7bxa	Q15116	reviewed	PDCD1_HUMAN	Programmed cell death protein 1	PDCD1 PD1	Homo sapiens	288
5y9j	Q9Y275	reviewed	TN13B_HUMAN	Tumor necrosis factor ligand superfamily member 13B	TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738	Homo sapiens	285
6k0y	Q15116	reviewed	PDCD1_HUMAN	Programmed cell death protein 1	PDCD1 PD1	Homo sapiens	288
7s3i	P43220	reviewed	GLP1R_HUMAN	Glucagon-like peptide 1 receptor	GLP1R	Homo sapiens	463
8kfx	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8kfx	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8kfx	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8kfx	P51685	reviewed	CCR8_HUMAN	C-C chemokine receptor type 8	CCR8 CKRL1 CMKBR8 CMKBRL2	Homo sapiens	355
1w72	P61769	reviewed	B2MG_HUMAN	Beta-2-microglobulin	B2M CDABP0092 HDCMA22P	Homo sapiens	119
1w72	P43355	reviewed	MAGA1_HUMAN	Melanoma-associated antigen 1	MAGEA1 MAGE1 MAGE1A	Homo sapiens	309
1w72	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain	HLA-A HLAA	Homo sapiens	365
8xqs	Q9NYV8	reviewed	T2R14_HUMAN	Taste receptor type 2 member 14	TAS2R14	Homo sapiens	317
8xqs	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8xqs	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8xqs	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7s3i	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7niw	P21439	reviewed	MDR3_HUMAN	Phosphatidylcholine translocator ABCB4	ABCB4 MDR3 PGY3	Homo sapiens	1286
7s3i	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7s3i	P63092	reviewed	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS GNAS1 GSP	Homo sapiens	394
8x79	P43119	reviewed	PI2R_HUMAN	Prostacyclin receptor	PTGIR PRIPR	Homo sapiens	386
5occ	P31994	reviewed	FCG2B_HUMAN	Low affinity immunoglobulin gamma Fc region receptor II-b	FCGR2B CD32 FCG2 IGFR2	Homo sapiens	310
8jel	Q495A1	reviewed	TIGIT_HUMAN	T-cell immunoreceptor with Ig and ITIM domains	TIGIT VSIG9 VSTM3	Homo sapiens	244
8j23	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8x2k	P46089	reviewed	GPR3_HUMAN	G-protein coupled receptor 3	GPR3 ACCA	Homo sapiens	330
8j23	O15552	reviewed	FFAR2_HUMAN	Free fatty acid receptor 2	FFAR2 FFA2 GPCR43 GPR43	Homo sapiens	330
6x4t	O75144	reviewed	ICOSL_HUMAN	ICOS ligand	ICOSLG B7H2 B7RP1 ICOSL KIAA0653	Homo sapiens	302
1i9r	P29965	reviewed	CD40L_HUMAN	CD40 ligand	CD40LG CD40L TNFSF5 TRAP	Homo sapiens	261
7ox2	P15248	reviewed	IL9_HUMAN	Interleukin-9	IL9	Homo sapiens	144
7uvf	P01732	reviewed	CD8A_HUMAN	T-cell surface glycoprotein CD8 alpha chain	CD8A MAL	Homo sapiens	235
3be1	P04626	reviewed	ERBB2_HUMAN	Receptor tyrosine-protein kinase erbB-2	ERBB2 HER2 MLN19 NEU NGL	Homo sapiens	1255
3be1	P01857	reviewed	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1	IGHG1	Homo sapiens	399
3be1	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant	IGKC	Homo sapiens	107
7chz	P01584	reviewed	IL1B_HUMAN	Interleukin-1 beta	IL1B IL1F2	Homo sapiens	269
6umg	O60894	reviewed	RAMP1_HUMAN	Receptor activity-modifying protein 1	RAMP1	Homo sapiens	148
6xy2	P16410	reviewed	CTLA4_HUMAN	Cytotoxic T-lymphocyte protein 4	CTLA4 CD152	Homo sapiens	223
6umg	Q16602	reviewed	CALRL_HUMAN	Calcitonin gene-related peptide type 1 receptor	CALCRL CGRPR	Homo sapiens	461
8ijb	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7czs	Q8TCD0	unreviewed	Q8TCD0_HUMAN	Ig-like domain-containing protein		Homo sapiens	239
7wyb	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7czs	Q6GMX6	unreviewed	Q6GMX6_HUMAN	IGH@ protein	IGH@	Homo sapiens	465
7czs	A0A5C2GCZ2	unreviewed	A0A5C2GCZ2_HUMAN	IGL c4203_light_IGKV1-9_IGKJ4		Homo sapiens	108
8ijb	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8ijb	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8id3	Q5NUL3	reviewed	FFAR4_HUMAN	Free fatty acid receptor 4	FFAR4 GPR120 GPR129 O3FAR1 PGR4	Homo sapiens	361
8id3	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8id3	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8id3	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8jgb	Q96LB2	reviewed	MRGX1_HUMAN	Mas-related G-protein coupled receptor member X1	MRGPRX1 MRGX1 SNSR3 SNSR4	Homo sapiens	322
8jgb	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8jgb	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8jgb	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7azb	Q16832	reviewed	DDR2_HUMAN	Discoidin domain-containing receptor 2	DDR2 NTRKR3 TKT TYRO10	Homo sapiens	855
7czs	A0A5C2GG81	unreviewed	A0A5C2GG81_HUMAN	IG c542_heavy_IGHV3-53_IGHD3-10_IGHJ6		Homo sapiens	126
7wyb	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7wyb	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7w55	Q9GZQ4	reviewed	NMUR2_HUMAN	Neuromedin-U receptor 2	NMUR2 NMU2R TGR1	Homo sapiens	415
8hnk	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
8hnk	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8hnk	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
8hnk	P49682	reviewed	CXCR3_HUMAN	C-X-C chemokine receptor type 3	CXCR3 GPR9	Homo sapiens	368
8hnk	O14625	reviewed	CXL11_HUMAN	C-X-C motif chemokine 11	CXCL11 ITAC SCYB11 SCYB9B	Homo sapiens	94
8z8m	P01375	reviewed	TNFA_HUMAN	Tumor necrosis factor	TNF TNFA TNFSF2	Homo sapiens	233
7lfa	O14791	reviewed	APOL1_HUMAN	Apolipoprotein L1	APOL1 APOL	Homo sapiens	398
7vkt	Q15722	reviewed	LT4R1_HUMAN	Leukotriene B4 receptor 1	LTB4R BLT BLT1 BLTR CMKRL1 GPR16 P2RY7	Homo sapiens	352
7vkt	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7vkt	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7vkt	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
4xmp	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant	IGKC	Homo sapiens	107
7vuy	Q96LB1	reviewed	MRGX2_HUMAN	Mas-related G-protein coupled receptor member X2	MRGPRX2 MRGX2	Homo sapiens	330
7vuy	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1	Homo sapiens	354
7vuy	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
7vuy	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
4xmp	P01857	reviewed	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1	IGHG1	Homo sapiens	399
8bbo	P0DOX7	reviewed	IGK_HUMAN	Immunoglobulin kappa light chain		Homo sapiens	214
7czw	V9HW68	unreviewed	V9HW68_HUMAN	Epididymis luminal protein 214	HEL-214	Homo sapiens	470
7czw	Q6IPQ0	unreviewed	Q6IPQ0_HUMAN	IGL@ protein	IGL@	Homo sapiens	236
7czw	A0A5C2G2G8	unreviewed	A0A5C2G2G8_HUMAN	IGL c2312_light_IGLV2-14_IGLJ2		Homo sapiens	111
7czw	A0A0C4DH41	reviewed	HV461_HUMAN	Immunoglobulin heavy variable 4-61	IGHV4-61	Homo sapiens	118
3p11	P21860	reviewed	ERBB3_HUMAN	Receptor tyrosine-protein kinase erbB-3	ERBB3 HER3	Homo sapiens	1342
8bbo	Q6GMX6	unreviewed	Q6GMX6_HUMAN	IGH@ protein	IGH@	Homo sapiens	465
7w55	P48645	reviewed	NMU_HUMAN	Neuromedin-U	NMU	Homo sapiens	174
7w55	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
7w55	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
8ivx	O60462	reviewed	NRP2_HUMAN	Neuropilin-2	NRP2 VEGF165R2	Homo sapiens	931
8tbq	Q9H7M9	reviewed	VISTA_HUMAN	V-type immunoglobulin domain-containing suppressor of T-cell activation	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	Homo sapiens	311
8r4u	Q9Y2K2	reviewed	SIK3_HUMAN	Serine/threonine-protein kinase SIK3	SIK3 KIAA0999 QSK L19	Homo sapiens	1321
8w8r	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
6xey	A0A5C2GJG2	unreviewed	A0A5C2GJG2_HUMAN	IGH + IGL c137_light_IGLV2-8_IGLJ2		Homo sapiens	110
7shz	P01854	reviewed	IGHE_HUMAN	Immunoglobulin heavy constant epsilon	IGHE	Homo sapiens	546
8e7m	Q9BYF1	reviewed	ACE2_HUMAN	Angiotensin-converting enzyme 2	ACE2 UNQ868/PRO1885	Homo sapiens	805
6nmr	P78324	reviewed	SHPS1_HUMAN	Tyrosine-protein phosphatase non-receptor type substrate 1	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	Homo sapiens	504
7xjf	Q08722	reviewed	CD47_HUMAN	Leukocyte surface antigen CD47	CD47 MER6	Homo sapiens	323
6o1f	Q15661	reviewed	TRYB1_HUMAN	Tryptase alpha/beta-1	TPSAB1 TPS1 TPS2 TPSB1	Homo sapiens	275
2fjh	P15692	reviewed	VEGFA_HUMAN	Vascular endothelial growth factor A, long form	VEGFA VEGF	Homo sapiens	395
7yxu	Q07011	reviewed	TNR9_HUMAN	Tumor necrosis factor receptor superfamily member 9	TNFRSF9 CD137 ILA	Homo sapiens	255
7qn9	O14764	reviewed	GBRD_HUMAN	Gamma-aminobutyric acid receptor subunit delta receptor subunit delta)	GABRD	Homo sapiens	452
3skj	P29317	reviewed	EPHA2_HUMAN	Ephrin type-A receptor 2	EPHA2 ECK	Homo sapiens	976
7qn9	P28472	reviewed	GBRB3_HUMAN	Gamma-aminobutyric acid receptor subunit beta-3 receptor subunit beta-3)	GABRB3	Homo sapiens	473
4odx	P01619	reviewed	KV320_HUMAN	Immunoglobulin kappa variable 3-20	IGKV3-20	Homo sapiens	116
2h3n	P15814	reviewed	IGLL1_HUMAN	Immunoglobulin lambda-like polypeptide 1	IGLL1 IGL1	Homo sapiens	213
7qn9	P48169	reviewed	GBRA4_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-4 receptor subunit alpha-4)	GABRA4	Homo sapiens	554
6b9y	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant	IGKC	Homo sapiens	107
8j6l	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	GNG2	Homo sapiens	71
4i77	P35225	reviewed	IL13_HUMAN	Interleukin-13	IL13 NC30	Homo sapiens	146
8j6l	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	Homo sapiens	340
1hez	P01871	reviewed	IGHM_HUMAN	Immunoglobulin heavy constant mu	IGHM	Homo sapiens	474
1hez	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant	IGKC	Homo sapiens	107
